judge_status,public_action,manual_decision,manual_decision_note,row_count,review_row_count,years,year_range,afrc_name,afrc_place,afrc_address,best_college_id,best_college_name,best_score,second_college_id,second_college_name,second_score,score_gap,match_reason,same_city,risky_group_terms,strong_current_alternative,possible_current_alternatives,agent_a_matcher_reason,agent_b_skeptic_objection,agent_c_historian_policy,agent_e_judge_reason,raw_fee_texts,branch_amounts,sessions,source_pages,source_urls,alternatives
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Millennium Institute of Technology,Bhopal,"Nathu Berkheda Road, Neelbad, Bhopal",h26,"Millenium Institute of Technology, Bhopal (2009)-F.W.",0.932,h61,"Millenium Institute of Technology and Science, Bhopal",0.807,0.125,matched historical/defunct college,yes,millennium;millenium,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: millennium;millenium,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,27000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:4 | AFRC:T:2018:page:4 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2023:page:3 | AFRC:T:2024:page:3 | AFRC:T:2025:page:3 | fees.xml:item:12 | fees.xml:item:9,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h26:Millenium Institute of Technology, Bhopal (2009)-F.W.:0.932; h61:Millenium Institute of Technology and Science, Bhopal:0.807; h27:Mittal Institute of Technology, Bhopal:0.801"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Millennium Institute of Technology Science,Bhopal,"Near Neelbad , Nathu Barkhera Road, Bhopal",h61,"Millenium Institute of Technology and Science, Bhopal",0.912,h26,"Millenium Institute of Technology, Bhopal (2009)-F.W.",0.869,0.043,matched historical/defunct college,yes,bhopal institute;millennium;millenium,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: bhopal institute;millennium;millenium,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,27500,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:4 | AFRC:T:2018:page:4 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2023:page:3 | AFRC:T:2024:page:3 | AFRC:T:2025:page:3 | fees.xml:item:12 | fees.xml:item:9,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h61:Millenium Institute of Technology and Science, Bhopal:0.912; h26:Millenium Institute of Technology, Bhopal (2009)-F.W.:0.869; 057:Bhopal Institute of Technology & Science, Bhopal:0.799"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Mittal Institute of Technology,Bhopal,"Opp. Bhopal Memorial Hospital and Research Center, Navibagh, Bypass Road, Bhopal",h27,"Mittal Institute of Technology, Bhopal",1.000,264,"Malwa Institute of Technology, Indore",0.818,0.182,matched historical/defunct college,yes,bhopal institute;malwa,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: bhopal institute;malwa,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,25000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:4 | AFRC:T:2018:page:4 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2022:page:3 | AFRC:T:2023:page:4 | AFRC:T:2024:page:4 | AFRC:T:2025:page:3 | fees.xml:item:9,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h27:Mittal Institute of Technology, Bhopal:1.000; 264:Malwa Institute of Technology, Indore:0.818; 060:Bhopal Institute of Technology, Bhopal:0.816"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,NRI Institute of Research Technology,Bhopal,"4- Sajjan Singh Nagar, Op. Patel Nagar, Raisen Road, Bhopal M.P.",h28,"NRI Institute of Research & Technology, Bhopal",1.000,429,"Sagar Institute of Research & Technology, Bhopal",0.880,0.120,matched historical/defunct college,yes,bansal;sagar institute;nri,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: bansal;sagar institute;nri,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,27500,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:4 | AFRC:T:2018:page:5 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2022:page:4 | AFRC:T:2023:page:4 | AFRC:T:2024:page:4 | AFRC:T:2025:page:4 | AFRC:T:2026:page:3,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h28:NRI Institute of Research & Technology, Bhopal:1.000; 429:Sagar Institute of Research & Technology, Bhopal:0.880; 042:Bansal Institute of Research & Technology, Bhopal:0.869"
user_resolved_historical_exclude,do_not_publish_current_fee,yes,User confirmed h88 is the correct historical match; do not map this Bhopal row to current Indore college 339.,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Patel College of Science Technology Patel Group of Institutions,Bhopal,"PATEL COLLEGE CAMPUS, RATIBAD, BHOPAL",h88,"Patel College of Science & Technology, Bhopal",0.783,339,"Patel College of Science & Technology, Indore",0.743,0.040,matched historical/defunct college,yes,truba;patel,,"339:Patel College of Science & Technology, Indore:0.743","Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.","candidate is historical/defunct; do not attach to current college card; plausible current alternative exists: 339:Patel College of Science & Technology, Indore:0.743; same-group collision risk: truba;patel; score below 0.900 (0.783)",Historical IDs may be resolved for audit completeness but must not become current college fee display records.,User confirmed h88 is the correct historical match; do not map this Bhopal row to current Indore college 339.,28000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:5 | AFRC:T:2018:page:5 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2022:page:4 | AFRC:T:2023:page:4 | AFRC:T:2024:page:4 | AFRC:T:2025:page:4 | AFRC:T:2026:page:4,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h88:Patel College of Science & Technology, Bhopal:0.783; 339:Patel College of Science & Technology, Indore:0.743; h50:Truba College of Science & Technology, Bhopal (2009)-F.W.:0.707"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Rajeev Gandhi Proudyogiki MahavidylayaI,Bhopal,"Salaiya, Via Danish Kunj, Kolar Road, Bhopal",h34,"Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal",0.911,5005,"SCHOOL OF ENGINEERING AND TECHNOLOGY, SAMRAT VIKRAMADITYA VISHWAVIDYALAYA, UJJAIN",0.424,0.487,matched historical/defunct college,yes,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,22250,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:5 | AFRC:T:2018:page:5 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2022:page:4 | AFRC:T:2023:page:4 | AFRC:T:2024:page:4 | AFRC:T:2025:page:4 | AFRC:T:2026:page:4,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h34:Rajeev Gandhi Prodyogiki Mahavidhyalaya, Bhopal:0.911; 5005:SCHOOL OF ENGINEERING AND TECHNOLOGY, SAMRAT VIKRAMADITYA VISHWAVIDYALAYA, UJJAIN:0.424; 420:Indira Gandhi Engineering College, Sagar (IGEC):0.410"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Sanghvi Institute of Management Science,Indore,"Pigdmanber, Behind IIM, Pithampur Bypass Road, Rau- Dist- Indore",h40,"Sanghvi Institute of management & Science, Indore (2006)-F.W.",1.000,h101,"Sanghvi Institute of management & Science,",1.000,,matched historical/defunct college,yes,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,19500 | 20000 | 31000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:6 | AFRC:T:2018:page:6 | AFRC:T:2019:page:5 | AFRC:T:2020:page:5 | AFRC:T:2021:page:5 | AFRC:T:2022:page:5 | AFRC:T:2023:page:5 | AFRC:T:2024:page:5 | AFRC:T:2025:page:4 | AFRC:T:2026:page:4,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h40:Sanghvi Institute of management & Science, Indore (2006)-F.W.:1.000; h101:Sanghvi Institute of management & Science,:1.000; 459:Srajan Institute of Tech., Management & Science, Ratlam:0.787"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,"Sendhwa Institute of Professional Studies, Sendhwa",Sendhwa,VILL CHATLI SENDHWA DISTT BARWANI M.P.,h110,"SENDHWA INSTITUTE OF PROFESSIONAL STUDIES, BARWANI",0.938,h108,"CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES, INDORE",0.765,0.173,matched historical/defunct college,no,ies,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; city/place evidence does not confirm the candidate; same-group collision risk: ies,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,18500 | 19500 | 21000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:6 | AFRC:T:2018:page:7 | AFRC:T:2019:page:5 | AFRC:T:2020:page:5 | AFRC:T:2021:page:5 | AFRC:T:2022:page:5 | AFRC:T:2023:page:5 | AFRC:T:2024:page:5 | AFRC:T:2025:page:5 | AFRC:T:2026:page:5,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h110:SENDHWA INSTITUTE OF PROFESSIONAL STUDIES, BARWANI:0.938; h108:CHAMELI DEVI INSTITUTE OF PROFESSIONAL STUDIES, INDORE:0.765; h107:Chameli Devi Institute of Professional Studies:0.758"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,"Shri Ram College of Engineering Management, Banmore",Morena,National Expressway A.B. Road Bamore Morena,h44,"Shri Ram College of Engineering & Management, Banmore",1.000,h74,"NRI College of Engineering & Management, Gwalior",0.842,0.158,matched historical/defunct college,no,shri ram;nri,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; city/place evidence does not confirm the candidate; same-group collision risk: shri ram;nri,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,27500,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:7 | AFRC:T:2018:page:7 | AFRC:T:2019:page:6 | AFRC:T:2020:page:6 | AFRC:T:2021:page:6 | AFRC:T:2022:page:5 | AFRC:T:2023:page:5 | AFRC:T:2024:page:5 | AFRC:T:2025:page:5 | AFRC:T:2026:page:5,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h44:Shri Ram College of Engineering & Management, Banmore:1.000; h74:NRI College of Engineering & Management, Gwalior:0.842; 619:SHRI RAMA KRISHNA COLLEGE OF ENGINEERING SCIENCE AND MANAGEMENT (SRKCESM), SATNA:0.709"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Shri Ram College of Technology,Bhopal,"Thua Kheda, Kolar Road, Bhopal.",h75,"Shri Ram College of Technology, Bhopal",1.000,213,"Lakshmi Narain College of Technology, Bhopal",0.807,0.193,matched historical/defunct college,yes,lakshmi narain;shri ram,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: lakshmi narain;shri ram,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,22800,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:7 | AFRC:T:2018:page:7 | AFRC:T:2019:page:6 | AFRC:T:2020:page:6 | AFRC:T:2021:page:6 | AFRC:T:2022:page:5 | AFRC:T:2023:page:5 | AFRC:T:2024:page:5 | AFRC:T:2025:page:5 | AFRC:T:2026:page:5,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h75:Shri Ram College of Technology, Bhopal:1.000; 213:Lakshmi Narain College of Technology, Bhopal:0.807; 171:Jai Narain College of Technology, Bhopal:0.794"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Swami Vivekanand College of Science Technology,Bhopal,Barkheri Kala Neelbad Road P.O Suraj Nagar Bhopal.,h46,"Swami Vivekanand College of Science & Technology, Bhopal",1.000,h88,"Patel College of Science & Technology, Bhopal",0.767,0.233,matched historical/defunct college,yes,truba;patel,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: truba;patel,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,22800,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:8 | AFRC:T:2018:page:8 | AFRC:T:2019:page:7 | AFRC:T:2020:page:6 | AFRC:T:2021:page:6 | AFRC:T:2022:page:6 | AFRC:T:2023:page:6 | AFRC:T:2024:page:6 | AFRC:T:2025:page:6 | AFRC:T:2026:page:6,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h46:Swami Vivekanand College of Science & Technology, Bhopal:1.000; h88:Patel College of Science & Technology, Bhopal:0.767; h50:Truba College of Science & Technology, Bhopal (2009)-F.W.:0.745"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Synergy Institute of Technology,Dewas,"MAXI ROAD, RAJPURA, DEWAS M.P.",h47,"Synergy Institute of Technology, Dewas",1.000,387,"Rewa Institute of Technology, Rewa",0.781,0.219,matched historical/defunct college,yes,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,26000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:8 | AFRC:T:2018:page:8 | AFRC:T:2019:page:7 | AFRC:T:2020:page:7 | AFRC:T:2021:page:7 | AFRC:T:2022:page:6 | AFRC:T:2023:page:6 | AFRC:T:2024:page:6 | AFRC:T:2025:page:6 | AFRC:T:2026:page:6,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h47:Synergy Institute of Technology, Dewas:1.000; 387:Rewa Institute of Technology, Rewa:0.781; h6:Alpine Institute of Technology, Ujjain:0.765"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,"VNS Group of Institutions, Bhopal",Bhopal,"VNS Campus,Vidya Vihar, Nathubarkhera, Neelbud,Bhopal",h54,"VNS GROUP OF INSTITUTIONS, BHOPAL",1.000,075,"Chameli Devi Group of Institutions, Indore",0.685,0.315,matched historical/defunct college,yes,patel,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: patel,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,27500 | 30000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:9 | AFRC:T:2018:page:9 | AFRC:T:2019:page:7 | AFRC:T:2020:page:7 | AFRC:T:2021:page:7 | AFRC:T:2022:page:7 | AFRC:T:2023:page:7 | AFRC:T:2024:page:7 | AFRC:T:2025:page:7 | AFRC:T:2026:page:7,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h54:VNS GROUP OF INSTITUTIONS, BHOPAL:1.000; 075:Chameli Devi Group of Institutions, Indore:0.685; h63:Patel Group of Institutions (Patel Institute of Technology, Bhopal):0.644"
resolved_historical_exclude,do_not_publish_current_fee,no,,10,10,2017;2018;2019;2020;2021;2022;2023;2024;2025;2026,2017-2026,Vidhyapeeth Institute of Science Technology,Bhopal,"VILLAGE KHAJURI KALA,PATWARI HALKA NO.19VIKAS KHAND FUNDA,TEHSIL HUZUR,BHOPAL",h52,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)- F.W.",1.000,225,"Laxmipati Institute of Science & Technology, Bhopal",0.809,0.191,matched historical/defunct college,yes,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,26000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2017:page:8 | AFRC:T:2018:page:9 | AFRC:T:2019:page:7 | AFRC:T:2020:page:7 | AFRC:T:2021:page:7 | AFRC:T:2022:page:7 | AFRC:T:2023:page:7 | AFRC:T:2024:page:7 | AFRC:T:2025:page:6 | AFRC:T:2026:page:6,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h52:Vidhyapeeth Institute of Science & Technology, Bhopal (2009)- F.W.:1.000; 225:Laxmipati Institute of Science & Technology, Bhopal:0.809; h71:Kopal Institute of Science & Technology, Bhopal:0.799"
resolved_historical_exclude,do_not_publish_current_fee,no,,9,9,2018;2019;2020;2021;2022;2023;2024;2025;2026,2018-2026,Sri Parashuram Institute of Technology and Research,Khandwa,GRAM DHANORA JASWADI KHANDWA,h45,"Sri Parashuram Institute of Technology & Research, Khandwa (2013)-F.W.",0.927,519,"Sri Aurobindo Institute of Technology, Indore",0.758,0.169,matched historical/defunct college,yes,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,18500 | 19500 | 21000,,2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025;2025-2026;2026-2027,AFRC:T:2018:page:8 | AFRC:T:2019:page:6 | AFRC:T:2020:page:6 | AFRC:T:2021:page:6 | AFRC:T:2022:page:6 | AFRC:T:2023:page:6 | AFRC:T:2024:page:6 | AFRC:T:2025:page:6 | AFRC:T:2026:page:6,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h45:Sri Parashuram Institute of Technology & Research, Khandwa (2013)-F.W.:0.927; 519:Sri Aurobindo Institute of Technology, Indore:0.758; 030:Astral Institute of Technology & Research, Indore:0.742"
resolved_historical_exclude,do_not_publish_current_fee,no,,8,8,2017;2018;2019;2020;2021;2022;2023;2024,2017-2024,"Girdhar Siksha avam Samaj Kalyan Samiti Group of Institutions,Bhopal",MANDIDEEP,RAILWAR CROSSING BAMULIYA PAWAR MANDIDEEP DISTRICT RAISEN,h11,"Girdhar Siksha Evam Samaj Kalyan Samiti Group of Institutions, Mandideep, Raisen",0.903,h54,"VNS GROUP OF INSTITUTIONS, BHOPAL",0.600,0.303,matched historical/defunct college,no,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; city/place evidence does not confirm the candidate,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,24000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025,AFRC:T:2017:page:2 | AFRC:T:2018:page:2 | AFRC:T:2019:page:2 | AFRC:T:2020:page:2 | AFRC:T:2021:page:2 | AFRC:T:2022:page:2 | AFRC:T:2023:page:2 | AFRC:T:2024:page:2,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h11:Girdhar Siksha Evam Samaj Kalyan Samiti Group of Institutions, Mandideep, Raisen:0.903; h54:VNS GROUP OF INSTITUTIONS, BHOPAL:0.600; h12:Global Nature Care Sangathan's Group of Institutions, Jabalpur:0.589"
resolved_historical_exclude,do_not_publish_current_fee,no,,8,8,2017;2018;2019;2020;2021;2022;2023;2024,2017-2024,Kopal Institute of Science Technology,Bhopal,"BHADBHADA ROAD NEAR NEELBAD SQUARE,KALKHEDA,BHOPAL",h71,"Kopal Institute of Science & Technology, Bhopal",1.000,333,"Oriental Institute of Science & Technology, Bhopal",0.873,0.127,matched historical/defunct college,yes,bansal;oriental,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: bansal;oriental,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,22800,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025,AFRC:T:2018:page:3 | AFRC:T:2019:page:3 | AFRC:T:2020:page:3 | AFRC:T:2021:page:3 | AFRC:T:2023:page:3 | AFRC:T:2024:page:3 | fees.xml:item:11 | fees.xml:item:12,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h71:Kopal Institute of Science & Technology, Bhopal:1.000; 333:Oriental Institute of Science & Technology, Bhopal:0.873; 045:Bansal Institute of Science & Technology, Bhopal:0.869"
resolved_historical_exclude,do_not_publish_current_fee,no,,8,8,2017;2018;2019;2020;2021;2022;2023;2024,2017-2024,Laxmi Bai Sahuji Institute of Engineering Technology,Jabalpur,"BENIKHEDA, PATAN ROAD, JABALPUR",h79,"Laxmibai Sahuji Institute of Engineering & Technology, Jabalpur",0.951,453,"Saraswati Institute of Engineering & Technology, Jabalpur",0.776,0.175,matched historical/defunct college,yes,,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,18500 | 19500,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025,AFRC:T:2017:page:3 | AFRC:T:2018:page:4 | AFRC:T:2019:page:3 | AFRC:T:2020:page:3 | AFRC:T:2021:page:3 | AFRC:T:2022:page:3 | AFRC:T:2023:page:3 | AFRC:T:2024:page:3,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h79:Laxmibai Sahuji Institute of Engineering & Technology, Jabalpur:0.951; 453:Saraswati Institute of Engineering & Technology, Jabalpur:0.776; h39:Sanghvi Institute of Engineering and Technology, Indore:0.755"
user_resolved_historical_exclude,do_not_publish_current_fee,yes,User confirmed h29 is the correct historical match.,8,8,2017;2018;2019;2020;2021;2022;2023;2024,2017-2024,"Oriental Institute of Science Technology, Jabalpur",Jabalpur,NEW KATNI NAGPUR BYPASS ROAD GRAM ANDHUA NEAR RAMCHANDRA MISSION JABALPUR,h29,"Oriental Institute of Science & Technology, Jabalpur",1.000,501,"Shri Ram Institute of Science & Technology, Jabalpur",0.938,0.062,matched historical/defunct college,yes,oriental;shri ram,,"501:Shri Ram Institute of Science & Technology, Jabalpur:0.938; 333:Oriental Institute of Science & Technology, Bhopal:0.917","Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.","candidate is historical/defunct; do not attach to current college card; plausible current alternative exists: 501:Shri Ram Institute of Science & Technology, Jabalpur:0.938; 333:Oriental Institute of Science & Technology, Bhopal:0.917; same-group collision risk: oriental;shri ram",Historical IDs may be resolved for audit completeness but must not become current college fee display records.,User confirmed h29 is the correct historical match.,25500 | 30000,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025,AFRC:T:2017:page:5 | AFRC:T:2018:page:5 | AFRC:T:2019:page:4 | AFRC:T:2020:page:4 | AFRC:T:2021:page:4 | AFRC:T:2022:page:4 | AFRC:T:2023:page:4 | AFRC:T:2024:page:4,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h29:Oriental Institute of Science & Technology, Jabalpur:1.000; 501:Shri Ram Institute of Science & Technology, Jabalpur:0.938; 333:Oriental Institute of Science & Technology, Bhopal:0.917"
resolved_historical_exclude,do_not_publish_current_fee,no,,8,8,2017;2018;2019;2020;2021;2022;2023;2024,2017-2024,SGBM Institute of Technology Science,Jabalpur,"VILLAGE BINEKI PATAN ROAD,JABALPUR",h43,"SGBM Institute of Technology & Science, Jabalpur",1.000,057,"Bhopal Institute of Technology & Science, Bhopal",0.815,0.185,matched historical/defunct college,yes,bhopal institute,,,"Best candidate is the exact/strong historical ID; resolve identity as historical, not current-public fee.",candidate is historical/defunct; do not attach to current college card; same-group collision risk: bhopal institute,Historical IDs may be resolved for audit completeness but must not become current college fee display records.,Identity is resolved to a historical/defunct college ID; keep out of current public fee displays.,22800,,2017-2018;2018-2019;2019-2020;2020-2021;2021-2022;2022-2023;2023-2024;2024-2025,AFRC:T:2017:page:7 | AFRC:T:2018:page:7 | AFRC:T:2019:page:5 | AFRC:T:2020:page:5 | AFRC:T:2021:page:5 | AFRC:T:2022:page:5 | AFRC:T:2023:page:5 | AFRC:T:2024:page:5,https://web.afrcmp.org/feesinformation/frm_showinstitutes.aspx,"h43:SGBM Institute of Technology & Science, Jabalpur:1.000; 057:Bhopal Institute of Technology & Science, Bhopal:0.815; 120:Gyan Ganga Institute of Technology & Science, Jabalpur:0.799"
